,Year,Month,Date,PMID,Journal,Author,Title
1123,2018,6,6,30100340,Curr Biol,Antoine Coutrot,Global Determinants of Navigation Ability.
1124,NA,NA,NA,30096987,Med Teach,Sean Tackett,Crowdsourcing for assessment items to support adaptive learning.
1125,2018,7,22,30096591,J Affect Disord,Erin F Ward-Ciesielski,Examining components of emotion regulation in relation to sleep problems and suicide risk.
1126,NA,NA,NA,30084168,Health Serv Res,Victoria Perez,Do Crowdsourced Hospital Ratings Coincide with Hospital Compare Measures of Clinical and Nonclinical Quality?
1127,2018,6,26,30083444,PeerJ,John R Cooley,"The periodical cicada four-year acceleration hypothesis revisited and the polyphyletic nature of Brood V, including an updated crowd-source enhanced map (Hemiptera: Cicadidae: Magicicada)."
1128,2018,7,25,30075189,J Clin Epidemiol,Michael J Pianta,Crowdsourcing critical appraisal of research evidence (CrowdCARE) was found to be a valid approach to assessing clinical research quality.
1129,NA,NA,NA,30072312,IEEE Trans Pattern Anal Mach Intell,Tian Tian,Max-Margin Majority Voting for Learning from Crowds.
1130,NA,NA,NA,30066655,BMC Med Inform Decis Mak,Juan Antonio Lossio-Ventura,OC-2-KB: integrating crowdsourcing into an obesity and cancer knowledge base curation system.
1131,NA,NA,NA,30066654,BMC Med Inform Decis Mak,Rebecca Lin,Visualized Emotion Ontology: a model for representing visual cues of emotions.
1132,NA,NA,NA,30065387,Nat Methods,NA,"The wisdom of crowds, for a fee."
1133,2018,5,22,30065368,Nat Methods,Alex J Hughes,"Quanti.us: a tool for rapid, flexible, crowd-based annotation of images."
1134,NA,NA,NA,30065367,Nat Methods,Martin L Jones,The crowd storms the ivory tower.
1135,2018,6,29,30059508,PLoS Comput Biol,Naihui Zhou,Crowdsourcing image analysis for plant phenomics to generate ground truth data for machine learning.
1136,2018,3,1,30044772,PLoS One,Albert Saiz,Crowdsourcing architectural beauty: Online photo frequency predicts building aesthetic ratings.
1137,NA,NA,NA,30036098,Hum Factors,Pavlo Bazilinskyy,Crowdsourced Measurement of Reaction Times to Audiovisual Stimuli With Various Degrees of Asynchrony.
1138,2018,3,19,30034775,Ther Adv Drug Saf,Craig S Jabaley,Crowdsourcing sugammadex adverse event rates using an in-app survey: feasibility assessment from an observational study.
1139,2018,6,1,30032130,Diagnosis (Berl),Michael L Millenson,Beyond Dr. Google: the evidence on consumer-facing digital tools for diagnosis.
1140,2018,4,2,30025175,J Trauma Stress,Katherine van Stolk-Cooke,Crowdsourcing Trauma: Psychopathology in a Trauma-Exposed Sample Recruited via Mechanical Turk.
1141,2018,7,7,30014160,World J Urol,Kevin Koo,Following the crowd: patterns of crowdsourcing on Twitter among urologists.
1142,NA,NA,NA,30003142,mSystems,Laura E Grieneisen,"Erratum for Grieneisen and Blekhman, ""Crowdsourcing Our National Gut""."
1143,NA,NA,NA,29994759,IEEE Trans Pattern Anal Mach Intell,Daniel Martinho-Corbishley,Super-Fine Attributes with Crowd Prototyping.
1144,NA,NA,NA,29994430,IEEE Trans Neural Netw Learn Syst,NA NA,Progressive Stochastic Learning for Noisy Labels.
1145,NA,NA,NA,29994339,IEEE Trans Neural Netw Learn Syst,Dapeng Tao,Domain-Weighted Majority Voting for Crowdsourcing.
1146,2018,5,31,29991697,Br J Cancer,Peter Smittenaar,Harnessing citizen science through mobile phone technology to screen for immunohistochemical biomarkers in bladder cancer.
1147,NA,NA,NA,29989983,IEEE Trans Pattern Anal Mach Intell,Eric Heim,Clickstream Analysis for Crowd-Based Object Segmentation with Confidence.
1148,2018,6,28,29982335,FEMS Microbiol Lett,María José Valderrama,Educating in antimicrobial resistance awareness: adaptation of the Small World Initiative program to service-learning.
1149,NA,NA,NA,29967979,Behav Res Methods,Marc Brysbaert,"Word prevalence norms for 62,000 English lemmas."
1150,2018,4,23,29945856,J Med Internet Res,Robert R Morris,Towards an Artificially Empathic Conversational Agent for Mental Health Applications: System Design and User Perceptions.
1151,NA,NA,NA,29945696,Euro Surveill,Caroline Guerrisi,The potential value of crowdsourced surveillance systems in supplementing sentinel influenza networks: the case of France.
1152,NA,NA,NA,29920630,Z Geburtshilfe Neonatol,Sven Schiermeier,[Intrapartum Foetal Heart Rate Monitoring and Rate of Caesarean Section: A National Survey].
1153,NA,NA,NA,29920127,J Sex Res,Emily A Vogels,"Loving Oneself: The Associations Among Sexually Explicit Media, Body Image, and Perceived Realism."
1154,NA,NA,NA,29911555,Med Sci (Paris),Dominique Leleu,[State of play of e-health technologies].
1155,2018,6,6,29890228,Drug Discov Today,Carine Poussin,Interrogating the microbiome: experimental and computational considerations in support of study reproducibility.
1156,NA,NA,NA,29888085,AMIA Jt Summits Transl Sci Proc,Cheng Ye,A Crowdsourcing Framework for Medical Data Sets.
1157,NA,NA,NA,29888077,AMIA Jt Summits Transl Sci Proc,Jason K Wang,Inpatient Clinical Order Patterns Machine-Learned From Teaching Versus Attending-Only Medical Services.
1158,2018,4,26,29880154,Lancet Planet Health,Dan Wu,Community participation in a Lancet Healthy Cities in China Commission.
1159,NA,NA,NA,29876724,Dermatol Ther (Heidelb),Isabelle M Sanchez,Building a Citizen Pscientist: Advancing Patient-Centered Psoriasis Research by Empowering Patients as Contributors and Analysts.
1160,2018,1,30,29876174,Plast Reconstr Surg Glob Open,Alexandra Bucknor,Crowdsourcing Public Perceptions of Plastic Surgeons: Is There a Gender Bias?
1161,2018,6,2,29874824,Pharmaceuticals (Basel),Jaswanth K Yella,Changing Trends in Computational Drug Repositioning.
1162,2018,5,3,29873871,Am J Addict,Cory A Crane,Problematic alcohol use as a risk factor for cyber aggression within romantic relationships.
1163,2018,5,9,29873806,J Exp Anal Behav,Justin C Strickland,"Feasibility, acceptability, and validity of crowdsourcing for collecting longitudinal alcohol use data."
1164,2018,2,18,29862333,Heliyon,George J Besseris,Taguchi-generalized regression neural network micro-screening for physical and sensory characteristics of bread.
1165,NA,NA,NA,29854134,AMIA Annu Symp Proc,Jung-Wei Fan,Word-of-Mouth Innovation: Hypothesis Generation for Supplement Repurposing based on Consumer Reviews.
1166,NA,NA,NA,29854133,AMIA Annu Symp Proc,Ehsan Emadzadeh,Hybrid Semantic Analysis for Mapping Adverse Drug Reaction Mentions in Tweets to Medical Terminology.
1167,NA,NA,NA,29854123,AMIA Annu Symp Proc,Carrie Christensen,Doodle Health: A Crowdsourcing Game for the Co-design and Testing of Pictographs to Reduce Disparities in Healthcare Communication.
1168,NA,NA,NA,29801003,JAMA,Jeremy Snyder,Crowdfunding for Unproven Stem Cell-Based Interventions.
1169,NA,NA,NA,29795799,mSystems,Laura E Grieneisen,Crowdsourcing Our National Gut.
1170,2018,5,15,29794979,Sensors (Basel),Luiz Fernando F G de Assis,A Service-Oriented Middleware for Integrated Management of Crowdsourced and Sensor Data Streams in Disaster Management.
1171,NA,NA,NA,29788473,Schizophr Bull,Anna R Docherty,Enhancing Psychosis-Spectrum Nosology Through an International Data Sharing Initiative.
1172,NA,NA,NA,29784676,Circulation,Benjamin L Ranard,Harnessing Digital Media to Promote Health and Research.
1173,2018,4,27,29775596,Cell,J Alexander Bae,Digital Museum of Retinal Ganglion Cells with Dense Anatomy and Physiology.
1174,2018,4,17,29766592,Pharmacoepidemiol Drug Saf,Jacob A Lebin,Scoring the best deal: Quantity discounts and street price variation of diverted oxycodone and oxymorphone.
1175,2018,3,14,29764795,J Med Internet Res,Perrine Créquit,Mapping of Crowdsourcing in Health: Systematic Review.
1176,2018,4,8,29754020,J Affect Disord,Marc J Weintraub,The relationship between schizotypal traits and hoarding symptoms: An examination of symptom specificity and the role of perceived cognitive failures.
1177,NA,NA,NA,29743704,Nature,NA,Crowdsourced quantum reality-check gets crowdsourced peer review.
1178,2018,4,30,29739427,J Transl Med,Alexander Schuhmacher,Open innovation and external sources of innovation. An opportunity to fuel the R&D pipeline and enhance decision making?
1179,2018,4,25,29738454,Sensors (Basel),Wen Li,Geomagnetism-Aided Indoor Wi-Fi Radio-Map Construction via Smartphone Crowdsourcing.
1180,2018,2,9,29734974,J Clin Sleep Med,Katrina J Speed,Differentiating Single and Multiple Suicide Attempters: What Nightmares Can Tell Us That Other Predictors Cannot.
1181,2018,2,19,29734293,Nat Biotechnol,Hyunghoon Cho,Secure genome-wide association analysis using multiparty computation.
1182,2018,1,2,29732259,Appl Plant Sci,Christophe Botella,Species distribution modeling based on the automated identification of citizen observations.
1183,2018,3,19,29728452,J Med Ethics,Gabrielle Dressler,Ethical implications of medical crowdfunding: the case of Charlie Gard.
1184,2018,3,11,29727983,Sci Total Environ,B Weeser,Citizen science pioneers in Kenya - A crowdsourced approach for hydrological monitoring.
1185,2018,4,23,29713932,J Robot Surg,Paul J Oh,Crowdsourced versus expert evaluations of the vesico-urethral anastomosis in the robotic radical prostatectomy: is one superior at discriminating differences in automated performance metrics?
1186,2018,2,20,29695372,J Med Internet Res,John P Lalor,"ComprehENotes, an Instrument to Assess Patient Reading Comprehension of Electronic Health Record Notes: Development and Validation."
1187,2018,4,16,29683220,Clin Transplant,Wesley M Durand,Medical crowdfunding for organ transplantation.
1188,NA,NA,NA,29681040,Yearb Med Inform,Mowafa Househ,Balancing Between Privacy and Patient Needs for Health Information in the Age of Participatory Health and Social Media: A Scoping Review.
1189,2018,4,17,29671792,Sensors (Basel),Wei Yang,A Method for Extracting Road Boundary Information from Crowdsourcing Vehicle GPS Trajectories.
1190,2018,2,3,29661751,JMIR Res Protoc,Jose Luis Ibarra,Comparison of Online Survey Recruitment Platforms for Hard-to-Reach Pregnant Smoking Populations: Feasibility Study.
1191,NA,NA,NA,29650659,Science,Alexandre A Lussier,Crowdsourced genealogies and genomes.
1192,2018,4,9,29649174,Sensors (Basel),Keita Katagiri,Crowdsourcing-Assisted Radio Environment Database for V2V Communication.
1193,NA,NA,NA,29645325,Angew Chem Int Ed Engl,Rosie Brigham,Crowdsourcing as an Analytical Method: Metrology of Smartphone Measurements in Heritage Science.
1194,2018,3,26,29631796,J Anxiety Disord,Sandra L Cepeda,Politically-focused intrusive thoughts and associated ritualistic behaviors in a community sample.
1195,NA,NA,NA,29608871,Annu Rev Public Health,P B English,From Crowdsourcing to Extreme Citizen Science: Participatory Research for Environmental Health.
1196,NA,NA,NA,29608361,Health Aff (Millwood),Meredith Barrett,"AIR Louisville: Addressing Asthma With Technology, Crowdsourcing, Cross-Sector Collaboration, And Policy."
1197,NA,NA,NA,29603869,BJU Int,Mitchell G Goldenberg,Implementing assessments of robot-assisted technical skill in urological education: a systematic review and synthesis of the validity evidence.
1198,NA,NA,NA,29599548,Bioscience,Elizabeth R Ellwood,Worldwide Engagement for Digitizing Biocollections (WeDigBio): The Biocollections Community's Citizen-Science Space on the Calendar.
1199,2018,3,15,29574500,Int J Comput Assist Radiol Surg,M Ershad,Meaningful Assessment of Robotic Surgical Style using the Wisdom of Crowds.
1200,2018,1,31,29572199,JMIR Med Inform,Jiaping Zheng,Assessing the Readability of Medical Documents: A Ranking Approach.
1201,NA,NA,NA,29568551,J Virus Erad,Allison Mathews,Crowdsourcing and community engagement: a qualitative analysis of the 2BeatHIV contest.
1202,NA,NA,NA,29564087,J Glob Health,Kerri Wazny,Applications of crowdsourcing in health: an overview.
1203,2018,3,12,29562731,Sensors (Basel),Kaiyue Zang,Assessing and Mapping of Road Surface Roughness based on GPS and Accelerometer Sensors on Bicycle-Mounted Smartphones.
1204,2018,3,14,29562627,Sensors (Basel),Ido Massad,Towards the Crowdsourcing of Massive Smartphone Assisted-GPS Sensor Ground Observations for the Production of Digital Terrain Models.
1205,NA,NA,NA,29556588,Comput Toxicol,Adi L Tarca,Human blood gene signature as a marker for smoking exposure: computational approaches of the top ranked teams in the sbv IMPROVER Systems Toxicology challenge.
1206,NA,NA,NA,29556587,Comput Toxicol,Ömer Sinan Saraç,Species translatable blood gene signature as a marker of exposure to smoking: computational approaches of the top ranked teams in the sbv IMPROVER Systems Toxicology challenge.
1207,2018,2,13,29547620,PLoS One,David Kavaler,"Determinants of quality, latency, and amount of Stack Overflow answers about recent Android APIs."
1208,2017,11,20,29531847,J Pathol Inform,Roshanak Alialy,A Review on the Applications of Crowdsourcing in Human Pathology.
1209,2018,1,9,29523500,J Med Internet Res,Joseph D Tucker,Ethical Concerns of and Risk Mitigation Strategies for Crowdsourcing Contests and Innovation Challenges: Scoping Review.
1210,NA,NA,NA,29519197,Violence Against Women,Alexis A Adams-Clark,What Constitutes Rape? The Effect of Marital Status and Type of Sexual Act on Perceptions of Rape Scenarios.
1211,2018,3,5,29518991,Int J Environ Res Public Health,Ray Pritchard,Revealed Preference Methods for Studying Bicycle Route Choice-A Systematic Review.
1212,NA,NA,NA,29518075,PLoS Negl Trop Dis,Lester Darryl Geneviève,Participatory approaches and open data on venomous snakes: A neglected opportunity in the global snakebite crisis?
1213,NA,NA,NA,29513622,Am J Drug Alcohol Abuse,Cory A Crane,Crowdsourcing as a method for collecting data pertaining to the effects of alcohol on perceptions of partner aggression.
1214,2018,2,27,29498648,Healthcare (Basel),Julie Lewis,Citizen Science and Community Engagement in Tick Surveillance-A Canadian Case Study.
1215,2018,2,22,29486249,J Struct Biol,Jacob Bruggemann,Exploring applications of crowdsourcing to cryo-EM.
1216,NA,NA,NA,29477500,J Urol,Thomas S Lendvay,Editorial Comment.
1217,2017,9,25,29477405,Value Health,Michał Jakubczyk,Choice Defines Value: A Predictive Modeling Competition in Health Preference Research.
1218,2017,12,21,29475829,Interact J Med Res,Monique Josephine Mastboom,The Patient Perspective on the Impact of Tenosynovial Giant Cell Tumors on Daily Living: Crowdsourcing Study on Physical Function and Quality of Life.
1219,2018,1,11,29471544,Health Policy Plan,Veena Sriram,10 best resources on power in health policy and systems in low- and middle-income countries.
1220,NA,NA,NA,29464134,Cureus,Eric Shappell,Crowdsourced Curriculum Development for Online Medical Education.
1221,2018,1,23,29460198,J Plant Res,Tazro Ohta,Collaborative environmental DNA sampling from petal surfaces of flowering cherry Cerasus × yedoensis 'Somei-yoshino' across the Japanese archipelago.
